,k1,k2,k3,k4
32,3.3414438627075326e-07,1.2318036753990416e-05,1.4770717586564879e-05,0.00013783729546936965
33,8.212221899542656e-06,1.927014626329706e-06,5.4780170710460796e-05,0.0005040953730597652
34,6.338155718846889e-06,2.0832177237761107e-06,8.52420044258108e-05,0.0005910207217081254
35,7.253093431792745e-06,2.9185084585548475e-05,1.3993674359385156e-05,0.000329344282296941
36,6.7265450287324296e-06,4.9930183130965414e-05,2.384461976930151e-05,0.00021967285671229601
37,4.96615335960639e-06,4.704472371538215e-05,7.203680926418675e-05,0.0008863375490285416
38,8.3439483611514e-06,7.442213098972466e-05,3.706221899205255e-05,0.00047880332527380065
39,1.2398916429456833e-07,8.317422391985316e-05,4.3598263875344716e-05,0.0005896389576424933
40,2.0018303345603997e-06,2.0042865188271967e-05,6.335647010537781e-05,0.0009496001356011049
41,7.705628811822981e-06,6.647095519025296e-05,2.2409520600742618e-05,0.00024915761709331033
42,3.1646696002468506e-06,9.380649052032675e-05,4.683326570569318e-05,0.0008148182253800362
43,9.679347974995967e-06,2.598584067576803e-05,4.483661275592499e-05,0.0004572361286846947
44,7.680238877552338e-06,8.098522341419636e-05,7.922926875416735e-05,0.0004946471218284765
45,9.289608364507564e-06,9.5577381264088e-05,6.424784197648823e-05,0.00048823913663686286
46,5.321359321494948e-06,3.399021414618226e-05,9.641674470805609e-05,0.000265797592019708
47,2.298568238172354e-06,7.812898490473872e-05,2.939397764034213e-05,0.0001930063011570536
48,2.856905424624818e-06,3.657738209985982e-05,2.0519983217268166e-05,0.0008120316468172133
49,1.7969370238562637e-06,6.643575870360696e-05,3.727742690310547e-05,0.000310509105696428
50,6.468577310119822e-06,2.429378794974778e-05,4.727753986720355e-05,0.0007331271518255183
51,3.407208750769236e-06,3.656364148204932e-05,1.5169266893641722e-05,0.0008471326936245416
52,9.900388260514564e-06,2.2124046979379666e-05,7.451092001468949e-05,0.00015876459895623857
53,2.041436276820886e-06,3.6533801752630124e-05,3.2479533951177786e-05,0.0004152064171411561
54,1.1860950218916153e-06,7.8405101008755e-05,1.4518655666680389e-05,0.00022193866317771023
55,6.305585531305466e-06,4.3120142508539393e-05,5.135252991855321e-05,0.00023141502974263897
56,2.789166055602784e-06,4.694371962555207e-05,5.5872724060128304e-05,0.0009112526516496409
57,2.4131601830069958e-06,7.99329352308764e-05,9.5804063414828e-05,0.0007272863871631864
58,8.743570313883205e-06,5.236920925746192e-06,3.6213121147196455e-05,0.0009325600916865033
59,7.539369781322284e-06,1.6664496135209964e-05,1.8565427102240184e-05,0.00021596836962769502
60,3.5429068380311298e-06,2.98054167384498e-05,8.302720627752681e-05,0.0003414751532274907
61,6.047952657735994e-06,2.5474247280226396e-05,4.869553469901911e-05,0.000965724730208476
62,8.874637001999454e-06,3.8359601456379476e-05,5.910533710871507e-05,0.00034936920172906757
63,8.775296074409428e-06,4.1850900687395707e-05,2.093705184477521e-05,0.000439164513957938
64,3.147684014296208e-06,3.7396679948307145e-06,1.0585097459825227e-05,0.000960041694094079
65,7.963439763096074e-06,9.83657504394405e-05,7.34384950746497e-05,0.00016291657386455704
66,2.4110305682509604e-07,9.734739019181305e-05,9.768086677506145e-05,0.00036741692956150364
67,2.9639914312987924e-06,8.19485046207825e-05,8.672319508729082e-05,0.0002898394254222977
68,7.6302887834493e-06,1.1471875224561446e-05,4.616878496629465e-05,0.0005582273357356474
69,5.390926374698166e-06,7.349187296708262e-05,9.834750815311376e-05,0.0006965921958452428
70,8.237554192195255e-06,6.920798884997386e-05,4.563990756127015e-05,0.000363229256266786
71,2.8483956561494793e-06,4.912945599795257e-05,1.3393135556005484e-05,0.00017692293041263288
72,2.107946208776465e-06,6.618508490818166e-05,6.717720577030605e-05,0.0005037486910576576
73,7.990635168078007e-06,1.6537569344719807e-06,5.887651983405976e-05,0.0007912663183168891
74,2.4374602904854495e-06,4.614856654263135e-05,1.1271378736038546e-05,0.00023079377763956746
75,9.378457416867588e-06,2.3446370914589023e-05,4.678313678354722e-05,0.0006772092122834295
76,9.91222526357785e-06,6.651187706247614e-05,8.145533185054464e-05,0.000837639487790168
77,8.29307215150903e-06,8.737917435305339e-05,7.641364206463028e-05,0.0008322488495572776
78,2.6423294891692484e-06,5.247241963143391e-05,9.503664244950117e-05,0.00099770499231077
79,2.909018901050485e-06,1.3539154317250544e-05,3.192765829319987e-05,0.0006074032964343015
80,2.9191346413959637e-06,7.071563553497937e-05,9.932730146866327e-05,0.0009626704007114261
81,9.689901248239456e-06,7.674922455213179e-05,7.678168904983734e-05,0.00029560932188777854
82,8.732669945349265e-06,3.5603753464760836e-05,5.499182655502667e-05,0.0007220236390637402
83,2.212524690613204e-06,1.065656962897914e-05,3.1538042976602144e-05,0.0007170312227590265
84,8.76910371562946e-07,7.906328355378699e-05,2.8050622974462534e-05,0.0004255971167528288
85,2.2906604957731127e-06,8.608521935646715e-05,9.863362683585083e-05,0.0006558183570053181
86,1.1732192426851397e-06,4.755062990241271e-05,6.569259475134073e-05,0.0002985441428240654
87,8.141675576915816e-06,8.580351370528204e-05,6.356133166234628e-05,0.0007207973966451911
88,6.281926142292673e-06,6.126809103234159e-05,1.0358899090309163e-05,0.0007412201944489518
89,9.169524711380389e-06,1.0218254430677938e-05,1.9173371892578226e-05,0.00027827483760089745
90,2.262137056698751e-06,1.0651721827426732e-05,2.2667052103513905e-05,0.0002821180700910709
91,9.065488595033461e-06,7.946970639950125e-05,2.7533930848056474e-05,0.0004177264381162917
92,1.5131412075202312e-06,7.420106571892435e-05,3.651622384226659e-05,0.0004097744029383817
93,9.044160217452348e-06,5.050244292065071e-06,6.708854511034696e-05,0.0007417163609540455
94,4.287000545862501e-06,3.617035414360289e-05,1.4404484565800404e-05,0.0006369996523585575
95,7.572918443285007e-06,4.678824063712288e-05,8.968762821344303e-05,0.0003081649337769697
96,1.6553915447476418e-06,7.486606104588594e-05,5.822958038672951e-05,0.0007440162354711562
97,5.628453842352511e-06,4.051042135691713e-05,2.6502615771621706e-05,0.0003565036023730726
98,2.0759381988164235e-06,9.570288543793722e-05,7.976470101684644e-05,0.0005272121641275999
99,5.131664383336024e-06,9.643997086934351e-05,3.8903039231787297e-05,0.0003191365893283042
100,6.585457605722613e-06,2.368373589538165e-05,3.241284507744685e-05,0.00011925706283256322
101,6.585867292857133e-07,7.337932379621037e-06,1.5219037807373309e-05,0.0009375283180651679
102,6.075041380153147e-06,8.380676476904021e-05,7.718891467785134e-05,0.0006316436277687069
103,4.624230307443683e-06,5.252898631048639e-05,2.0745576043222724e-05,0.000932454247783559
104,8.614124385291859e-06,1.0011663059641406e-05,5.098577158883399e-05,0.00010779112378682953
105,4.533384577790795e-06,9.727753569877348e-05,8.175871141031275e-05,0.00029918278055293196
106,3.710969418556457e-06,6.335282629365954e-05,3.5082730528322914e-05,0.00041737500279769724
107,6.921502554124602e-06,4.058049946006172e-05,9.819682675910561e-05,0.0006880981784252154
108,5.01303432375903e-06,9.122778937751518e-05,9.756222075565774e-05,0.00025238765371301733
109,4.67082941603456e-06,7.841322123507314e-05,9.111888739340597e-05,0.0008858228253428353
110,7.185208614894518e-06,7.864330263662561e-05,5.918267599517259e-05,0.0004744320442113393
111,5.9522788874479e-06,6.337868616617968e-05,3.5551462507737125e-05,0.0007137596467966424
112,6.481118016733488e-06,4.796354742927783e-05,6.0592197564815356e-05,0.0005143105126848542
113,4.05591606977223e-06,7.838664224662489e-05,4.478299486329847e-05,0.00031130406062977983
114,7.354022304006751e-06,7.399542005238724e-05,2.8714822019840675e-05,0.00032619613581146587
115,3.745449450700968e-06,3.67950887093587e-05,4.2838263331689305e-05,0.00045170258886035393
116,7.4890937410570875e-06,4.589357163111681e-05,5.372362665025053e-05,0.00015609280239011467
117,6.067157181095354e-06,7.436661931628943e-05,1.1261295814765081e-05,0.0002628626710943304
118,9.764083095114418e-06,3.9844567709286746e-05,4.5820124518082435e-05,0.0008978928815839368
119,9.251283053434644e-06,1.686549652316337e-05,2.8433854476710725e-05,0.0005673935536861219
120,5.053157083759941e-06,5.872893418487869e-05,7.596028116655611e-05,0.0009377001162555167
121,5.654486608333165e-06,3.261486167471112e-05,9.507818305450198e-05,0.0003204699322676656
122,5.716399343127227e-06,8.434034660443357e-05,8.052521840732043e-05,0.0007181075383013321
123,9.529613852455611e-06,8.361045339776247e-05,7.588939890387214e-05,0.0009389373649812527
124,3.154778875535888e-06,6.913414814381611e-05,1.0607272344412539e-05,0.00044396659204264403
125,5.135067064183526e-06,6.010678515419941e-05,4.2086566003409e-05,0.0005999315093804048
126,6.342672253128451e-06,5.259458608656883e-05,7.732088604867113e-05,0.0009490547444917879
127,2.189073613119252e-06,7.250466168187392e-05,9.13910742564109e-05,0.0009062458524899824
128,6.308229079730755e-06,8.160398076137673e-05,9.833929585268421e-05,0.00039912257862132356
129,7.365525594170603e-06,1.7441151790411984e-05,7.278543513534337e-05,0.000979784691697474
130,4.513973992503439e-06,1.3113601740442999e-05,4.1042279615667044e-05,0.0005900719289791841
131,3.151789260533579e-06,3.396141923951184e-05,7.295771979449262e-05,0.0008300149083195146
132,4.280096177140225e-06,7.69532395772767e-05,7.487472404271364e-05,0.0008685758012489124
133,6.948462584321947e-06,4.6498051052150186e-05,2.1323409019482338e-05,0.00010593035477771274
134,5.163700597745867e-06,5.9687818224043695e-05,7.497017765624347e-05,0.0007100820920940663
135,4.766009523111776e-06,8.573605147961329e-05,2.3461444085343095e-05,0.00089760741438052
136,8.052298863207514e-06,5.7571051219227e-05,2.5317432758199794e-05,0.0007217133213602442
137,1.1290459044732578e-06,8.832727140341646e-05,8.31528160196644e-05,0.00027682690870138593
138,6.847849340652562e-06,6.76873060210143e-05,9.831063406482523e-05,0.00010280009230328376
139,6.547060765340837e-06,2.646302826242724e-05,4.653121514113797e-05,0.0003735953813864287
140,5.139011103769751e-06,9.767835071477524e-05,8.283452875485064e-05,0.00044360963778235593
141,4.083645999182276e-06,1.6151075054746863e-05,3.0261600607580367e-05,0.00037665866537136297
142,3.033569155263133e-06,6.189132239099044e-05,8.446747267344137e-05,0.0007405137056427932
143,6.997616291333254e-06,5.0725448701545516e-05,5.430612606455039e-05,0.0006483423473405839
144,9.907368875708945e-06,4.604638345021835e-05,1.1085004511253489e-05,0.0007561863244554256
145,2.612613780054456e-06,9.42823835270479e-05,3.955043710760841e-05,0.00037859555088848133
146,9.621425786726904e-06,8.308846736793273e-05,1.9515489936185557e-05,0.000597081563824274
147,3.923537665523509e-06,2.418312124779433e-05,9.238236672652005e-05,0.0008964036227240581
148,7.76480262650155e-06,1.5942668598426526e-05,2.314816530209951e-05,0.000531599833457581
149,4.334318269960401e-06,5.718896792460377e-05,8.816869839511438e-05,0.00021782893809923196
150,9.789262393761543e-06,7.371628674716963e-05,3.4063012562063744e-05,0.0007802034409807743
151,2.922470185789695e-07,5.2026634518199145e-05,3.9117265880273065e-05,0.000800214246991795
152,4.9348556131891854e-06,9.586877041188149e-05,3.9262461798945964e-05,0.00032193074067568707
153,4.926600641405637e-06,5.624305138659576e-05,5.545174379849762e-05,0.0002235774547174491
154,7.1741767381642075e-06,5.027902458405818e-05,5.9487007102076415e-05,0.0003005671262861118
155,2.498555926533763e-06,9.339727678334187e-05,1.9692977976919053e-05,0.000128617500873855
156,7.749264391813843e-06,1.553122590198588e-05,5.4935570816219055e-05,0.0007864348611047787
157,5.279154548763631e-06,3.7985766789574195e-05,9.336870178943051e-05,0.0008399354840250865
158,6.4923852898079765e-06,4.266158423854337e-05,3.755964542603246e-05,0.00023859964134294596
159,1.6506659719278319e-06,8.97672800568889e-05,7.349118934102295e-05,0.0005210345948386706
160,8.009828201822465e-07,3.728858734348127e-05,7.505589205574277e-05,0.0005271074476890005
161,1.284933460051384e-06,9.018196439428212e-05,7.317930861452235e-05,0.00024847652605700034
162,1.1835147348062136e-06,6.032827389254702e-05,3.85552577081083e-05,0.00037628830533235636
163,3.383522763067592e-06,5.411915464655672e-06,5.4253856750600115e-05,0.0007107102466349032
164,1.8877534060655135e-06,4.1713435456003096e-05,7.618405983996149e-05,0.0007360986032510402
165,6.252739968532898e-06,2.6521130386178534e-05,5.85028417216339e-05,0.00023292076216305078
166,6.903073887944735e-06,2.9360780128574753e-05,1.6385497591460626e-05,0.0007176714921621221
167,2.4505355067828057e-06,7.771791129199578e-05,3.629473916773483e-05,0.0003850362701378615
168,2.1926196689388574e-06,9.885808811027352e-05,7.62901537837245e-05,0.00044897946179259463
169,2.3199069766373198e-06,4.994856371255654e-05,7.117330136548471e-05,0.0002987001798675162
170,5.72107979493415e-06,1.7985231798149222e-05,5.277250355500925e-05,0.0007590983551921053
171,4.3461451066778344e-06,5.313963922571176e-05,4.341776541229768e-05,0.0002330382970035766
172,9.628106180565674e-06,4.3820488165330984e-05,1.957718163153546e-05,0.0007610771957755139
173,8.806802669848502e-06,6.287529689955233e-05,9.262055658875977e-05,0.0008334200540776465
174,1.4584556996567783e-06,3.795476863418904e-05,1.3422911739064271e-05,0.0005806747536461821
175,6.576022800700513e-06,6.467751661608222e-05,3.5830067735716396e-05,0.00011612761078539021
176,7.468275348359022e-06,6.161486910942205e-05,7.199648700646211e-05,0.0003952258069803666
177,3.900066754219565e-06,2.4476053134322897e-05,4.1242496536453395e-05,0.00043148980447427915
178,4.921314073056291e-06,3.42653713610925e-05,3.116862983917312e-05,0.0001616376700088261
179,1.913291100228832e-06,7.817182991771798e-05,9.39762798893973e-05,0.000717236533976792
180,5.766622521431866e-06,4.8683950853643884e-05,7.757770609642314e-05,0.0006888052334447404
181,5.254552157092365e-06,1.4400575657583926e-05,2.9359611570747387e-05,0.0008003640634746609
182,8.037615592738825e-06,1.6986819754709626e-05,9.952130534810441e-05,0.0006617026036414421
183,9.328775542578843e-06,7.374138429471684e-05,4.758275727240974e-05,0.0008425858921425651
184,9.560443364327981e-06,1.748484318025639e-05,5.0366076549519306e-05,0.00034047098765542885
185,5.5385816853338175e-06,1.1415058276206211e-05,5.7129538462693895e-05,0.0007739061441717366
186,1.5084505162460026e-06,2.4781574280171477e-05,3.61695327733386e-05,0.00039481913891321066
187,3.287125197611485e-06,7.745040746628142e-05,1.9962931752215523e-05,0.00016260896177564465
188,4.465388445209549e-06,5.483370900071726e-05,1.1948364070482291e-05,0.0005608803023798595
189,7.09190987381615e-06,1.7446514281359244e-05,6.403779874648423e-05,0.0005060908717800435
190,5.3981918866792855e-06,6.129551290849393e-05,6.859279156528731e-05,0.0006363997140696647
191,5.118868118444136e-07,7.544995997757786e-05,3.882269683918955e-05,0.0003507302827005461
192,5.28901024943293e-07,2.6333620716352436e-05,4.552308297090944e-05,0.0006569240792963518
193,9.142862470554117e-06,2.3101796524850805e-05,5.4111577843273926e-05,0.0009229198008366727
194,3.640918641052549e-06,2.1054525328206476e-06,4.3335178874459655e-05,0.0008951878037299829
195,8.800586088177669e-07,2.4069181764528053e-05,6.754953754910885e-05,0.000370893668943732
196,5.289316429890664e-06,7.15523693099782e-05,4.777621929053167e-05,0.00037036154265910183
197,5.472212637804952e-06,5.3116663357119876e-05,1.2147975919834006e-05,0.00025073619239358684
198,5.799572641850882e-06,3.2527504147754505e-06,7.787790494792818e-05,0.00013404125912606506
199,4.6618757895789914e-06,4.108484708211659e-05,3.797903395987852e-05,0.0006091388800090586
200,2.0170931856915243e-06,1.2636919662134933e-05,3.091825245834265e-05,0.00041291675680272806
201,6.700441023324425e-06,8.724880786171022e-06,5.8326816972558015e-05,0.000925234147350152
202,8.551994848767795e-06,7.431696020887674e-05,6.137405395763381e-05,0.0009925589986526132
203,6.875681226830129e-06,1.7109873357994558e-05,8.462003035651378e-05,0.0008670258267988731
204,4.488814311382989e-06,2.3460425800429945e-05,1.778456490648735e-05,0.0002447460527215042
205,5.054194249661526e-06,9.619606768254225e-05,3.293414908149246e-05,0.0008367935655932903
206,7.368719620690981e-06,1.2302750448971413e-05,9.221070602789001e-05,0.00018005389553464335
207,4.184764422300699e-06,8.299171839700205e-05,1.3597711599262177e-05,0.0009054252946283513
208,9.551970113374102e-06,1.3742263014681193e-05,8.081148637794444e-05,0.0005950984821341033
209,3.4433092072736105e-06,8.69466312216829e-05,5.0275767186484556e-05,0.00028132093643464743
210,8.951327228479278e-06,7.297539077640613e-05,9.416372314718559e-05,0.00023883014036405403
211,4.257899953414688e-06,7.2901172587447e-05,1.0222165766170489e-05,0.0005455773709104676
212,8.146252000473063e-06,9.155238205087613e-05,7.079733755759442e-05,0.0007000336417988764
213,6.294160911882243e-06,1.2427284318525993e-05,6.89413649222161e-05,0.0007624052419991404
214,2.54843441336135e-06,2.846658594746272e-05,3.673072575467653e-05,0.0009211597197749953
215,2.8552104502478823e-06,6.387885786849686e-05,8.54276933203492e-05,0.000973268796871765
216,9.1661338160216e-06,3.928891328193441e-05,4.024821958024341e-05,0.00044545634939400667
217,1.4082090475563514e-07,3.183233851285483e-05,7.708014987053364e-05,0.0007365135009910553
218,3.309726959975642e-07,6.481938066450964e-05,1.8117029417570643e-05,0.00038170865485997297
219,2.0116539843998085e-06,9.605629390698156e-05,7.074262831036159e-05,0.00039950949186049644
220,3.6534487764958594e-06,4.188816696941239e-05,7.900151671675284e-05,0.0009526014459358823
221,9.553613403116737e-06,6.488958552763135e-05,7.895609507064649e-05,0.0001323475656037829
222,5.8744439038365125e-06,6.199482762510719e-06,5.300457730257043e-05,0.0006682734341335842
223,6.205950088286341e-06,4.359020972495483e-05,4.434589937946557e-05,0.00047669769413606215
224,9.028430281776986e-06,5.3755112939043035e-05,3.41883536174842e-05,0.0008459354351662578
225,7.615661571454422e-06,5.824519164802981e-06,8.322120254655641e-05,0.00027729724958183976
226,5.87917862451562e-06,5.829549323499173e-05,5.143665769712731e-05,0.0003786611661291814
227,2.1674537999124772e-07,8.446347497353286e-05,8.807297856187692e-05,0.0004067505147041864
228,4.134264986304045e-06,2.355942905049244e-05,1.0330378233053153e-05,0.00045246261611272984
229,8.588074627685977e-06,9.352441186939351e-05,3.7433637365902534e-05,0.0008834697583539831
230,4.7363366244960396e-07,8.320838457182551e-05,8.579660895241703e-05,0.0003543291913665347
231,9.173492393288701e-06,3.45280872752451e-05,7.053137266608406e-05,0.0001403291230326102
232,6.755216717302774e-07,5.96676747992592e-06,1.317325524264514e-05,0.0006371995340261103
233,9.890563436679628e-06,1.8199643056858593e-05,4.0349319139448784e-05,0.0003646137094960321
234,2.2441000295937924e-06,9.536600185996918e-05,9.977422396828374e-05,0.0009578909057540495
235,3.465806914176861e-06,6.718382322633538e-05,3.0687285407835426e-05,0.00044799365617517685
236,5.891574013290996e-06,8.612214901374918e-05,1.2011552239669904e-05,0.00033934261175750725
237,3.854418216904287e-06,7.682243701798551e-05,5.570306318192841e-05,0.00011125982474239589
238,9.340645849643936e-06,4.799851151730922e-05,4.5152157430840924e-05,0.0008633599695659391
239,3.258611981254243e-06,1.964316975406229e-05,3.0359416435909748e-05,0.00039459469617775597
240,1.3252578298217122e-06,5.327075724349202e-05,3.381683391721142e-05,0.00035621139814975903
241,7.498671980760903e-06,3.862165510160117e-05,5.170873991082652e-05,0.000434651313903851
242,9.093353117990742e-06,7.104852014362162e-05,8.239914751638287e-05,0.00024049076564593012
243,1.255745791404304e-06,3.497573680447227e-05,7.024190663806042e-05,0.00077886834375968
244,8.049668972595996e-06,8.506075687507087e-05,6.760648925393929e-05,0.0006476186273606674
245,9.670087103322927e-06,8.971462163156743e-05,6.573742408433442e-05,0.0007475808774937251
246,2.3498577449296832e-06,5.059917816176112e-06,5.3587011043929985e-05,0.0005087471452966332
247,1.3824004483620092e-06,8.642496288885726e-06,9.710580135853037e-05,0.00020333802473901125
248,3.6209666279191424e-07,4.777362550188501e-05,7.448604169610912e-05,0.0007996401677895839
249,1.6651040142221707e-06,7.383779177843713e-05,2.494654880135782e-05,0.0008528997272924613
250,5.7623666970606695e-06,6.363731515666738e-05,3.14890918439566e-05,0.0007760930107769722
251,2.708360124393303e-06,4.120814176711698e-05,5.971268710641848e-05,0.0007226481799184588
252,1.5126419606852766e-06,4.712245345786985e-06,9.977633499630239e-05,0.0003810286617781642
253,8.203318888517467e-06,7.009739616340376e-05,1.6460300165062593e-05,0.0006669189611266911
254,2.542800683703978e-06,4.811469601215351e-05,3.3433186114759844e-05,0.0008948209372819404
255,8.596745251243159e-06,8.907513113263564e-05,3.6560224074142585e-05,0.000943950890895486
256,2.023936670868431e-06,8.838832205150093e-05,6.999519218561646e-05,0.00037667297479616836
257,4.638171780801784e-07,7.251158166232459e-05,3.941984491797845e-05,0.00012626327687908587
258,1.8403646915560785e-06,2.8532422167401444e-05,1.1402965636940385e-05,0.0008846027992519288
259,2.012671196680244e-06,3.4521896369244474e-06,9.43788813275276e-05,0.0006319601237846408
260,2.4039087028214453e-06,6.141753016372545e-05,2.101086448676012e-05,0.0006633583502085005
261,5.518168095881368e-06,5.955078478999715e-05,9.043463381695748e-05,0.0007038239345786357
262,2.836800646347287e-06,2.6077795981821357e-05,5.1497720017432034e-05,0.0005923947852448556
263,7.737165998800044e-06,2.956414831239731e-05,4.729395177223098e-05,0.0007174707740828979
264,9.305010480920509e-06,1.8847511327570265e-05,8.987912869547523e-05,0.0007701939313319227
265,9.86814294167009e-06,4.551675719788326e-05,3.997644389208496e-05,0.0005499077005167061
266,8.37972019805886e-06,5.630307217391446e-05,5.038410218922041e-05,0.00016283771460028407
267,6.746282184319409e-06,2.3626081395995257e-05,9.556081805706877e-05,0.0007911874808893904
268,2.327188232543188e-06,3.6414119460747617e-05,3.0969280783658295e-05,0.000389903449363059
269,2.9776356700383105e-06,2.47623347159695e-05,5.2375978507620877e-05,0.0006426659465891191
270,4.845214675054118e-06,4.6088202274739145e-06,4.1000598592139554e-05,0.000813779043617868
271,5.580804742097748e-06,9.111861954666033e-05,8.337605076852595e-05,0.0009326747859656662
272,3.6988133377926022e-06,8.733146070201836e-05,6.12373575449367e-05,0.0006715634858435796
273,5.036786857019814e-06,3.4512081691035444e-05,9.269850676327053e-05,0.0008657581195050732
274,1.8633290016959994e-06,9.965653713474175e-05,9.266791219690104e-05,0.0007815155929831755
275,5.858880532157355e-07,2.035485961061387e-05,9.528479106809721e-05,0.0006190795592491831
276,5.449664339411125e-06,1.4545963815811463e-05,8.050683737637582e-05,0.00011836458004702805
277,9.820828698542855e-06,3.852777086058686e-05,9.182507257142699e-05,0.0009848873704190273
278,9.578837283068851e-06,1.7972166172111917e-06,5.301271613831638e-05,0.0008561659008348668
279,3.126522749377924e-07,2.0621035339575353e-05,5.6304646308808774e-05,0.00035519372789621505
280,6.48531837653638e-07,3.5246420977672644e-05,3.634604319635792e-05,0.0008165435598195025
281,3.3176922481982784e-07,1.422671751131689e-05,2.0478060349353434e-05,0.000738441690114197
282,1.480298323734134e-07,4.217466837019643e-05,5.3889138795030934e-05,0.00038362619459280723
283,2.5614052810432755e-06,5.8105698279513645e-05,6.522308183707501e-05,0.0009230022458013731
284,8.118891855218421e-06,2.6014976182245625e-05,7.394359597361393e-05,0.00022580929660065207
285,3.027857815628479e-06,1.8291629289875863e-05,6.5689484298001e-05,0.0009044576720663573
286,8.099143090530559e-06,8.8803118962922e-05,1.4909655729024552e-05,0.00029947705602037685
287,7.577313256366501e-06,2.2749453094810344e-05,2.7626465827207465e-05,0.0007841650335136665
288,4.6199998123221465e-06,6.0070439996235185e-05,6.978639978565658e-05,0.0007693079136315296
289,3.6767598723274034e-06,7.346799948940954e-05,5.9327456223628845e-05,0.0005144440189744442
290,2.0569359742039156e-06,2.9509551861930318e-05,5.4912987210728406e-05,0.00024388892587069862
291,6.785584035473693e-06,6.2045581079708e-05,4.654195227328905e-05,0.000560452240514352
292,2.2563939393487704e-07,3.916117076360203e-05,5.9771890944176366e-05,0.0004563472063822361
293,5.783218198360758e-06,2.531547654551527e-05,7.273840370666076e-05,0.00018031577772926674
294,1.3543990423127862e-06,5.089804417472048e-05,9.193071003490158e-05,0.0005657716320361009
295,3.1889417917977267e-07,9.040775441655863e-05,1.637911948968245e-05,0.00035377627051550825
296,5.02871966217344e-06,4.7186033857218405e-05,1.1772658008273472e-05,0.0002744714275570914
297,6.369735029498917e-06,9.071458323667141e-05,3.642425245614494e-05,0.0008446997580868319
298,6.564370767446491e-06,2.5256760032478102e-05,5.6729292166359464e-05,0.0009019723753923549
299,6.032070497309827e-06,6.980494713658784e-05,6.0410274995274035e-05,0.0006664905651199442
300,4.0927257914059955e-06,5.7451912033229174e-05,6.725533739735946e-05,0.0006740616713960889
301,9.438408575677868e-06,4.5732150676417166e-05,8.869021997701372e-05,0.0003677356891571344
302,7.486291406121653e-06,7.033769240323502e-05,9.982807125319943e-05,0.0003614713233859061
303,6.7049848652768635e-06,9.187741502699838e-05,1.3537392293404293e-05,0.0006034640758863667
304,1.1510935922055236e-06,1.5207820772046359e-05,4.598584185716858e-05,0.0002842081715837661
