,k1,theta1,k2,k3,k4
27,4.41055024168936e-06,1.2772746248093014,6.45875094859682e-05,6.049792512873615e-05,0.0006873111968223678
28,1.7475460000189005e-06,3.680231906404413,4.0203874799124735e-05,8.44395183477362e-05,0.0009442137909074066
29,2.5508626299193355e-06,4.254523937532313,7.491771603248252e-05,3.478787890237305e-05,0.0005544528405570016
30,9.007608972189423e-06,1.2335552950655069,7.062336465784886e-06,3.2805781643970254e-05,0.0005014149371334981
31,1.8577865132105638e-06,2.398466674819399,5.714128095864585e-05,6.837369321492695e-05,0.0006506901376556055
32,4.9911815519781726e-06,0.5215963621674018,9.577321020283012e-05,1.481432968991146e-05,0.00038869305334531185
33,9.70159104781632e-06,1.7032881700388154,1.050559202047735e-05,9.934219356566474e-05,0.0007736621278353663
34,5.4164045611707e-06,9.674382578423437,6.8493915101866834e-06,6.726065262044907e-05,0.0009655506948574053
35,5.946601355903011e-06,9.350783219186534,6.9816511849031e-05,2.976012805518912e-05,0.0006515244427992338
36,9.099432756935424e-06,1.6305760780752234,6.524400344150628e-05,2.0131014669498134e-05,0.00040099710520909377
37,6.914253423705737e-06,3.2882172817384934,4.404916054471622e-05,7.134457191530143e-05,0.0005723687919739996
38,4.146157422797124e-07,7.397537241610984,9.014168475436012e-05,5.981285596822597e-05,0.0002602340287902997
39,8.189588571766263e-06,3.102851526912586,6.121131612984979e-05,4.1885765245250694e-05,0.0005764998872414284
40,7.547222095000226e-06,8.891425403843282,1.6482243508409912e-06,1.0776958169702245e-05,0.0008008924623571073
41,7.751882074452355e-06,8.892001123055904,8.658110487572505e-05,8.75042188282407e-05,0.000600926908816331
42,2.132827706006776e-06,8.075157075727377,7.641364287918659e-05,9.11838288022823e-05,0.0003758279396727567
43,5.811891072796875e-06,1.1962232098503836,5.5547631521352534e-05,2.2111340732633493e-05,0.00075810069900918
44,7.2171305717377224e-06,6.7919345374514,8.05993175012688e-06,8.183486475613655e-05,0.0005798546118007109
45,5.0868840076201286e-06,1.4993551610492377,9.651144906602931e-05,2.3922552159024993e-05,0.0005538832444047249
46,4.165329972439211e-06,9.252330924564923,1.6218979942724012e-05,3.9049270518692135e-05,0.00010080602626929061
47,2.024911944214698e-07,6.678159641102003,2.109822168245354e-05,8.51492608182777e-05,0.0008422059244450943
48,3.6001505990395953e-06,1.565958447843306,1.7188723247866357e-05,8.151713569024912e-05,0.0004913082171092683
49,7.1273900764251e-06,1.9871977631145559,8.884919071589887e-06,3.361199467608156e-05,0.0009579224661700064
50,5.406032162524769e-06,7.065937467168422,4.9661153441154e-06,9.179954809911088e-05,0.0005661969381024702
51,1.400428403833615e-06,9.701996350824638,5.217644056566019e-05,5.3378209073795755e-05,0.0006123285970378763
52,3.344605766764741e-06,8.405239313185904,5.29490000775498e-05,3.517058398320641e-05,0.0006183388751972874
53,7.879533611463245e-07,9.509670989029422,7.209365553051617e-05,5.040159956727039e-05,0.0002122350573884142
54,1.1506745735390541e-06,5.764716909294901,3.662720287876104e-05,6.016409468494779e-05,0.0004378803401487785
55,8.06336207734506e-07,2.531695288779695,6.757573868471558e-05,5.792343464379844e-05,0.0008727605236453344
56,2.2441634542467596e-06,4.6176346033034195,6.231865355442317e-05,9.171833410771592e-05,0.0006489819968934669
57,2.687667427933915e-06,5.622628692112939,4.0360878707907726e-05,4.127996986208266e-05,0.00015868446370361107
58,5.387348730906443e-06,3.7875647834165354,8.797522452915432e-06,1.7085144238560525e-05,0.0007508638097887894
59,6.649502756819213e-06,8.090961466564865,6.659377854455957e-05,4.5985608252805986e-05,0.0009528704673312356
60,5.6766097337140645e-06,2.4780327214723026,8.737284411221794e-05,1.9425284674722225e-05,0.00020872599418315647
61,9.602369755279931e-06,3.1964880614698306,4.927668033315465e-05,4.4801145913189206e-05,0.0007896723411253154
62,9.420048087811432e-06,4.942543225353321,7.167176484479645e-05,6.155405532807829e-05,0.0001808710977177353
63,3.1006658132705696e-06,1.3102099670686715,9.681444456393831e-06,3.30205187300503e-05,0.00034764574493685926
64,1.0271035386169972e-06,9.850501192679172,7.994849463053158e-05,2.9253751717059096e-05,0.0004806538723545114
65,7.65944134665349e-06,2.3996294825652345,4.739300503646287e-05,7.842496905218175e-05,0.0006650272791524646
66,7.83879194679332e-06,7.878542389617359,2.8583974728343348e-05,6.108808784830678e-05,0.0006603885743307568
67,5.8639629638296346e-06,3.5178065335821134,7.998461341938905e-05,7.020871014005646e-05,0.0009188649367339119
68,1.4638327118541642e-06,4.9548664142484355,8.680975614783136e-05,5.1935095332217824e-05,0.0006144208092974198
69,4.689859674947e-06,9.277570531070186,3.283021277320998e-05,1.1212438752271316e-05,0.000730101287830047
70,2.186528631173401e-06,6.945563459318798,6.030747613640401e-05,6.834440337337798e-05,0.0007531144585100638
71,1.8594482211667116e-06,2.9195719586958115,2.2701980692295914e-05,9.969844787278025e-05,0.00039000247816210596
72,9.885079707967405e-06,7.615028365908912,4.416546451015037e-05,6.874578807834816e-05,0.0006713134986519035
73,8.06279323077714e-06,6.926650481336882,4.8392234006247024e-05,1.8167320763768727e-05,0.000760683889792275
74,5.978965765820487e-07,0.4000299337095365,7.284699216931613e-05,4.743388380888309e-05,0.0009243940772790262
75,9.65120631884035e-06,8.656405346658813,2.012593707399169e-05,3.4777104935182426e-05,0.0003055982563918023
76,8.996845187138082e-06,7.966114284336857,1.8732068959925884e-06,6.422394768391216e-05,0.0009125242100416029
77,3.0506307886870906e-06,7.17028184924994,4.7590013126009214e-05,1.2783319799198793e-05,0.00012173090179804587
78,7.185482261461931e-07,1.0273364301534025,6.081235476028603e-05,7.196012499185277e-05,0.0008882458471618528
79,4.764876344193421e-06,2.0469894738945844,1.0101322062319458e-05,5.0265643594455894e-05,0.0009207828191483725
80,8.780226278907614e-06,2.966784533959326,6.571799371783483e-05,2.231271888804799e-05,0.0004428095852629814
81,7.4885521677394365e-06,4.382445365864988,4.3873065119027336e-05,4.131721313722767e-05,0.000625512282017048
82,7.092063484086031e-06,2.925404442665297,2.7369717033058276e-05,9.91465483367221e-05,0.00046691284406511104
83,3.911588065460608e-06,2.354162247897511,4.974134029911899e-05,4.498679088005181e-05,0.0008743069669509467
84,4.99678856283229e-06,1.247265201979944,9.758981447997892e-05,8.400415759171605e-05,0.0003387791892225372
85,4.291564124978757e-06,8.22433798792804,4.758787531168406e-05,2.0061187862099764e-05,0.0007545104053962292
86,6.998079561968843e-06,2.4769590735928766,6.486022124677653e-05,5.2436943974627575e-05,0.0004923574361492386
87,6.855857731936729e-06,0.22264208442075903,3.6098660216882885e-05,8.102059865350945e-05,0.0008517733496013047
88,5.8693862991396804e-06,8.893146262382578,5.137332970772176e-06,1.8840983683938432e-05,0.0006746040130398787
89,7.043814210054892e-06,7.52152553855748,1.6461708617604384e-05,6.044364652095309e-05,0.00020415785885184113
90,4.9711911044094446e-06,7.948860789604104,9.10800788909061e-05,1.1046051445048978e-05,0.00010477752034751459
91,1.3292702536001911e-06,2.7787111985113095,9.664248290212794e-06,4.063829540748579e-05,0.0005969094801357853
92,7.256402867418761e-06,1.6650758455797934,6.063263407022884e-05,4.411410231946752e-05,0.0002834713507451882
93,1.6792633628999738e-06,5.717176666101868,6.166565205217606e-05,2.640348032740152e-05,0.00025678400080709677
94,1.5416827071548851e-06,7.029644548940561,5.49448029658517e-05,1.047920732702741e-05,0.00042519934745161936
95,1.4794795496838222e-06,9.488134047139669,1.141872126030544e-05,1.7623238373407375e-05,0.0001224035236533005
96,9.017657923826702e-06,1.2075074212782857,4.8721909603894806e-05,4.432424428417039e-05,0.0009795886197279382
97,3.8930739726661246e-06,8.517641834323715,6.285928513221409e-05,5.08142544980596e-05,0.00021434833102386208
98,4.752453932800564e-06,4.762538652892106,2.1673721295894202e-05,4.9122198595445266e-05,0.0001829980483291711
99,2.39854169399828e-06,0.1783964346127263,8.138029947401762e-05,2.8157731057099346e-05,0.0009983690303530437
100,1.808760539686549e-06,9.50287015999354,4.236934586237866e-05,1.9365388206734264e-05,0.0009501693171712674
101,9.197309552454774e-06,8.435798199325362,8.055742537319962e-05,6.96236781188284e-05,0.00043373398650752373
102,6.068117860971824e-06,5.683573651588578,6.315394027486003e-05,4.272794321409428e-05,0.0007457543868335823
103,6.139213109541777e-06,9.458245543105702,5.601950222605824e-05,2.213144152452811e-05,0.0003886047842287682
104,5.725576342258813e-06,5.82546444529633,4.103417495750038e-05,1.956849201728315e-05,0.0005230528915084472
105,5.8821140525187955e-06,6.976878998925621,6.206650200447774e-05,6.704361565198184e-05,0.0007443480320501641
106,4.482483059889991e-06,2.5030768434299917,9.167543207887739e-05,2.2256964003981077e-05,0.00025415289611414475
107,8.971260532115148e-06,4.856840318348702,6.326742337288115e-05,7.905742126722171e-05,0.00047710093026420995
108,1.1846224732462305e-06,1.771727283066751,2.8352428010016462e-05,2.234240838170592e-05,0.0006767036809823402
109,6.882252580093973e-06,0.750803166126617,4.700461415616172e-05,9.340511081180737e-05,0.0008300317992252918
110,8.234183776926537e-07,4.4255216245594795,6.324468882313598e-06,1.192241888019704e-05,0.0002553119251789383
111,1.4306053965974424e-06,5.445999826860609,8.203166361811153e-05,8.017492787681218e-05,0.0009006740843030829
112,6.893899093592721e-06,5.206149552962285,9.93950947258124e-05,5.6852484494349185e-05,0.00031860939898317454
113,1.3446796570038305e-06,8.193095453386807,8.090319364770808e-05,5.437867796425049e-05,0.00042823456989381925
114,6.797533572587094e-06,9.007334360019277,3.100117466289795e-05,8.74061102502111e-05,0.00024057125060794333
115,9.873978644791251e-06,6.858276251052864,2.8315376691947606e-05,7.615776971081536e-05,0.0002042252122151686
116,9.982567160921269e-06,2.93637829083112,4.550266606544545e-05,7.809205587009955e-05,0.0009574257396670724
117,3.4420445477141154e-06,5.355161371220785,7.757222405671579e-05,6.57270898907787e-05,0.0007732607583255461
118,5.313349368045135e-06,7.954278977734473,3.345274505260481e-05,5.8819430543414235e-05,0.00023896817489019195
119,5.683622400606789e-06,7.339109132777866,5.5355108172725864e-05,8.796184171715396e-05,0.0008088288040691554
120,9.944284329305416e-06,0.2605021421571619,2.8483216214946424e-05,6.605493159846634e-05,0.000680855338969217
121,1.2417601364373739e-06,2.872871297702002,7.343290986461788e-05,2.645155836249717e-05,0.0007808110629436744
122,9.794401496807326e-06,5.751864121508912,4.7467734028385124e-05,4.971911930984072e-05,0.00029872389849309723
123,5.955514600492972e-06,2.9977489202390357,9.961301277722405e-05,4.3491489563693655e-05,0.0007598903154135717
124,7.3251554281727925e-06,0.20066076307835473,6.443564479235035e-05,7.457713768788288e-05,0.000434200431998387
125,9.796100292328002e-06,7.7542191766798725,3.0491271300529185e-05,9.482577950914292e-05,0.0005425906252049625
126,4.131487433716574e-06,8.808216778288562,9.225922915978351e-05,6.753270900050357e-05,0.0004692797785680622
127,9.86519266092264e-06,9.079350171310152,8.683703506519525e-05,5.33374362460279e-05,0.0009385689715304577
128,2.42965118755218e-07,3.8842871613368124,4.940946439005886e-05,1.5631388599247124e-05,0.0006858500373082908
129,5.600535928841254e-06,0.682621613530757,2.612226955585673e-05,5.947359725545618e-05,0.0008909464604547733
130,1.6650562049812605e-06,7.246076528969009,3.062005531073816e-05,2.4206178627408263e-05,0.0009504342392461642
131,8.406893947909553e-06,6.471952477293045,3.800747667019647e-05,7.077560696992235e-05,0.0008132117486117801
132,9.452650316118581e-06,3.3197510923602422,9.393884876433457e-05,4.263716547248569e-05,0.0007690534356424786
133,7.936126439823943e-06,5.273725136590388,4.789421434900733e-05,1.6585654809439023e-05,0.0006181719995739534
134,6.211829769995239e-06,1.0062526707427477,5.059155432772075e-05,9.718066924432311e-05,0.000500925653092066
135,8.21482486943527e-06,9.37673281666603,6.559563308261819e-05,5.534073521587603e-05,0.0002429696947203392
136,5.192310466840238e-06,0.21098170803789498,3.460827176256705e-05,1.1270339067117696e-05,0.00037362997639879997
137,6.875133247528518e-06,2.895898401060168,8.613878474913978e-05,7.959869513585578e-05,0.0009585203662698128
138,3.877185386594209e-06,7.622708782550391,7.125140052233609e-06,2.7907706583360448e-05,0.00022463034691585615
139,5.069030617646538e-07,8.081041138177781,3.4040947852281106e-05,7.178672517945947e-05,0.0003101161666636109
140,6.090762394408523e-06,8.054414100565738,4.2274344845208956e-05,1.6777883433171976e-05,0.0004906481323045584
141,2.1425747320845935e-06,3.4915943402237226,8.034735966369368e-05,5.3646007952065846e-05,0.000934273630695701
142,5.197063993304781e-06,8.111796946162592,5.6451737193605604e-05,9.281853998302393e-05,0.0006947213299400776
143,4.508943461767799e-06,7.565310386070834,5.80388378882495e-05,6.085911567372558e-05,0.0008487410453696165
144,7.076712997155028e-06,0.1479899319359452,7.585749846122878e-05,1.543940113488707e-05,0.0009964346577812824
145,5.769292635852148e-06,1.3767420863884539,2.628906003328965e-05,1.8934438623349534e-05,0.000661473745685777
146,8.627361945139562e-06,2.704549976238177,4.830196806101505e-05,7.13715724627459e-05,0.0007856982607018113
147,9.46898530488998e-06,2.1791086621060143,7.946212623416603e-05,1.7811188048740597e-05,0.0005664089126632219
148,6.19701344808615e-06,7.4173909705342,9.013627380876625e-05,5.478118952253824e-05,0.00011197520091768112
149,4.131397108128289e-07,4.8763228812765425,1.8604174031116127e-05,2.02458194539248e-05,0.00012654809735349195
150,2.326776283762373e-06,9.319060237836691,4.2203338809971224e-05,2.877583906867189e-05,0.0007406232704441585
151,9.692816914978868e-07,4.863145945751403,2.2684456725922956e-05,7.09810634221979e-05,0.0005415039213114678
152,3.0098291208666917e-07,6.470909431826232,6.720249104172133e-05,4.544587253782724e-05,0.00017922685155350734
153,2.7185206798971587e-06,0.24703101650786474,2.2308862710141407e-05,3.9808746708569715e-05,0.0007164016928802765
154,8.812535667822792e-06,8.958535234287838,7.197845264998818e-05,5.5464188746285355e-05,0.0001602976465781756
155,3.90578245665878e-06,0.8137964173365764,8.64205484745403e-05,2.6860245692553125e-05,0.0005957286873073906
156,5.145418386411986e-06,4.533590576559881,1.1387860561472034e-05,1.2366664404965959e-05,0.00031269460354138714
157,7.203441625499519e-06,7.193397001048141,5.4214685809502496e-05,4.0650045842339194e-05,0.0009721538219458463
158,9.666209953494508e-06,5.195071654977101,7.815461592623056e-05,4.7553710097808825e-05,0.0005942133570157781
159,2.5176711679647635e-06,8.412798517161832,5.699622281370245e-05,6.170232352446815e-05,0.0007756352159269736
160,5.561417147280038e-06,5.961046547720743,8.495892847206028e-05,4.2318628786191955e-05,0.0003911745600108642
161,7.6135468743348165e-06,1.1486347955976999,6.573436715359959e-05,9.749852564424545e-05,0.0008891429455415039
162,2.226949038717413e-06,9.618551385482501,1.0350966338856193e-05,2.0234823167475186e-05,0.0008272626098793565
163,5.050488735893923e-06,7.795103826080373,5.052842208298203e-05,9.290691277674942e-05,0.00032292233183864213
164,9.668288780248648e-07,4.9416498201773456,6.534798743429744e-05,1.675841655331752e-05,0.0002625325560239804
165,5.348038468737714e-06,3.173080961419961,3.0624968397100726e-05,3.268231113633024e-05,0.0009794534859278732
166,1.2084273501563678e-06,3.8097601980196076,5.525028984891272e-05,7.357636201025949e-05,0.0005280401189331223
167,3.6137603188667745e-07,1.76669951796221,8.869507084092813e-05,4.105833897348838e-05,0.0009571470552148771
168,9.841943811152224e-06,5.815953330386573,7.68493025082261e-05,1.3016214474123403e-05,0.0002513214879235648
169,1.6129762687130488e-06,0.025502476505179148,7.065553191781332e-05,8.687016367061927e-05,0.0007036381994361683
170,3.98591078936354e-06,3.00675070176696,7.178554868102073e-05,6.490659438158519e-05,0.0006159827487793819
171,6.952173397537686e-06,1.6975838575051225,6.557831817336088e-05,9.379891614604915e-05,0.0004254927030265426
172,3.886762978584112e-06,9.599142626731435,9.943041834809415e-06,8.637051661569131e-05,0.0006244511338255529
173,7.490677251171427e-06,4.147617394915163,3.416894211340819e-05,6.31389786890881e-05,0.00023162507189703114
174,9.270555176516946e-06,8.785242889423365,8.785330063858702e-05,5.530152600537187e-05,0.00021061490488204345
175,9.199873268035729e-07,0.9322165654329148,5.8010290850967275e-05,3.418690973873686e-05,0.00020324960414041965
176,5.042835613911141e-07,2.7973660919565124,5.0487066715711236e-05,3.084759288255135e-05,0.00025729051097089155
177,2.0483351932549565e-06,4.540935380360404,5.331129844573833e-05,3.1918489423205686e-05,0.0007126372514867382
178,9.78486212168789e-07,1.202379959565821,8.305123968960589e-05,4.296368788835576e-05,0.0005319803193686688
179,7.044221695110892e-06,3.8899917674694615,8.850440125151942e-05,6.878050342824465e-05,0.0009853063852088338
180,7.449423330442593e-06,5.120224339136768,7.768820380423581e-05,3.619335803663723e-05,0.0006163925851429788
181,5.8469940120930576e-06,4.477557462477624,3.6527086967114585e-05,6.599260489456505e-05,0.0005430226316500737
182,1.6085257952208367e-06,1.8894611062393891,7.906225853015535e-06,3.568405061784055e-05,0.0006910598699859271
183,9.907863414379112e-06,2.3238316416188867,7.374660197069751e-05,6.423080903521945e-05,0.0006934417699351714
184,9.478026262443385e-07,0.5716474507687733,7.724493453266781e-05,7.202433307586772e-05,0.000564244927959929
185,7.109876061764495e-06,9.662799218686308,7.31533964100575e-05,5.855301345002415e-05,0.0008551357321093484
186,1.840783430855624e-06,1.3441718690691367,4.2439926227512675e-05,2.0254829405127992e-05,0.000472426670339285
187,1.9596627884893345e-06,4.33618263392717,6.630727887314618e-06,3.167206430787168e-05,0.0008045979171516951
188,5.761866004226253e-06,8.878059138714878,3.437914053010565e-05,1.3331413735974912e-05,0.00014430184332719407
189,2.5201468798684825e-06,7.172248754744597,4.4887138587133156e-05,6.4843889542592e-05,0.00022764454583543609
190,3.724390073216817e-06,3.090891835926945,9.494878338350986e-05,3.8576362699280126e-05,0.0009713255262033978
191,1.893802416137586e-06,8.885397150833338,9.003041191760557e-05,9.97489027650333e-05,0.00015306747791533117
192,6.832732084309147e-06,8.519879925551525,9.872461577082472e-05,1.4354515571561443e-05,0.0009541522425735234
193,9.679854473070433e-06,3.6758814978423016,7.466227633384475e-05,6.270718140153252e-05,0.00017479690173735271
194,2.4903346572835275e-07,7.0590995279407025,8.291375111519385e-06,5.736025780633453e-05,0.0009012005521481478
195,5.737105962763576e-07,5.044969629320182,5.819383933636248e-05,2.9009380707689894e-05,0.0005481313961374163
196,6.3154565599390694e-06,2.676126274942671,9.217732025682548e-05,8.154549553493827e-05,0.0001080421310585373
197,4.381556633099579e-06,1.7348948232043542,6.577285969803943e-05,2.8057163284432632e-05,0.00011690836894114788
198,2.9863120842238123e-06,0.44659543234010707,2.0351712748524817e-06,8.409070201893303e-05,0.0008979853612066795
199,1.4499455984585022e-06,9.478765049824549,4.038882108879024e-06,5.2094560354321646e-05,0.0007502745036048413
200,9.706304150904e-06,9.704028024138534,5.1582540485296637e-05,8.372403936484419e-05,0.0003829567974601337
201,4.4858875537391275e-07,7.644134119767349,4.432868711047585e-05,8.520775232005963e-05,0.00044289443593383763
202,2.0344184935747105e-07,6.727798805277024,8.498688428893052e-05,2.4851526603544133e-05,0.0004133611667950599
203,1.1124034449527819e-07,5.8064000579723,4.972265425314132e-05,3.642746016992611e-05,0.0003356128537590499
204,7.91682473658491e-06,2.981911793319061,7.12790822559914e-05,1.4329724562227404e-05,0.0006002072982529311
205,2.8917322483454567e-06,1.6852644824975187,9.142084880206072e-05,1.4792254000856745e-05,0.00014963161310924686
206,1.48622838373764e-06,3.978472960672606,8.293448942854427e-05,3.4753121759141477e-05,0.0006261364418464363
207,9.017415128314372e-07,3.430329611272064,5.42291401771496e-05,3.5893604557694864e-05,0.00027977202708872673
208,8.497580552792511e-07,2.796449654331846,1.7735302607024818e-05,6.406495945028893e-05,0.0008933447542460443
209,7.932014005857095e-06,5.43081119160639,9.313387845409949e-05,6.449340330227238e-05,0.0005805204588585216
210,8.242133334877436e-06,2.8126908618485253,8.206621340303375e-05,8.423456626440599e-05,0.000559364520924702
211,4.705122519162386e-06,1.0421972657191392,3.0930093759947536e-05,3.462289608045301e-05,0.00040584572805193997
212,9.889898271564248e-06,5.379754417143487,5.934622840669023e-06,1.2026533565301532e-05,0.000992290128842767
213,8.32301167424207e-06,4.801478715935368,1.8054902935432746e-05,2.1473393712720584e-05,0.000525007886345694
214,5.981123180594925e-06,6.48105358876103,6.79075086600835e-05,5.0228113086181194e-05,0.00022826200926738646
215,3.4053743936276487e-06,8.993951694871239,7.278358747306313e-06,1.6789072921774045e-05,0.0007822935240483416
216,9.228905273507819e-06,9.497486832937048,7.73351319730606e-05,9.695265916653997e-05,0.0007500409691795352
217,4.2090685979011156e-06,0.3737862065802021,9.264132196440052e-05,6.217293360999251e-05,0.0004351060765726949
218,6.840670465002396e-06,6.189607897827791,6.348362137395255e-05,9.722992073779722e-05,0.00017475293760022353
219,1.5119181379024335e-06,8.966158253605188,8.33359446835998e-05,7.000895969102478e-05,0.0004514770721383414
220,3.463305573947813e-06,3.311265801481256,3.854138083578902e-05,3.200960178979782e-05,0.0001188793613328832
221,4.713425524720217e-06,5.227899745340542,1.8522080665372998e-05,7.301202890587258e-05,0.0008244345184837858
222,2.8523384045101436e-06,1.2739381174555928,6.964198512685159e-06,3.0026872435267076e-05,0.0001572541413100513
223,5.446613636086529e-06,2.737232875647101,9.721325578264191e-05,9.897643719712346e-05,0.00013887589424625598
224,8.381968013297714e-06,0.9475642228736086,3.3439184619577434e-05,8.58566852614898e-05,0.000215435128468447
225,5.676299774627753e-07,1.7774555398485807,1.227749811382365e-05,3.728084579218379e-05,0.00028819421503612717
226,9.178658716495427e-06,4.409856488914107,1.0634919044996024e-05,3.964757385214596e-05,0.00010711624102777002
227,8.677592036925262e-06,6.81859447531873,9.230093079463473e-05,4.354685275056613e-05,0.00021334314816996876
228,5.346359625712049e-06,8.953586429430189,4.201945533776684e-05,9.581588703954009e-05,0.00040680662713122565
229,9.935157438703056e-06,0.902544526974921,1.2016253140525048e-05,9.702701599789327e-05,0.0009321006542273924
230,8.395217005329967e-06,3.6297547656430633,4.428525729941999e-05,3.6068795221985844e-05,0.0006137429774488854
231,4.164143992216226e-06,1.8473483499333647,3.951504924764206e-05,4.80619507306802e-05,0.00044807463941146667
232,2.2056417997876803e-06,4.665947187522837,1.641692565384572e-05,3.509562005680374e-05,0.0006590064176570024
233,5.274190005051603e-06,9.348649334739708,6.154812646892813e-05,4.401842708087962e-05,0.000292007497150056
234,9.218283867415445e-06,0.2791548180630013,7.076846516159011e-05,1.6851778812153896e-05,0.0007685443429514045
235,2.489278119474975e-06,0.33352226804739454,7.664736931502135e-06,2.79535622857897e-05,0.0007647709133668603
236,4.342698976774508e-06,0.5222342511902395,8.480715011636269e-05,5.357403563791906e-05,0.0009987372108591738
237,3.017161779904579e-06,0.771803128088855,3.989433872325527e-06,7.369321240735475e-05,0.000929582978859619
238,1.818300077410023e-06,0.2083215391890528,9.378015932322341e-05,8.024678971504237e-05,0.00042020966559378305
239,1.0426968959686422e-06,1.6226547410727836,5.419317854822817e-06,5.128222984977366e-05,0.000306905993577097
240,6.425440035694669e-06,5.856745248986321,4.743104997484483e-05,1.3127875018916006e-05,0.0004966867029004084
241,2.725365137458241e-06,1.1865795466749012,4.0268219517627845e-05,5.89240048810727e-05,0.0009534848273200476
242,3.4489720733538596e-06,6.931571364172741,8.777639613360505e-05,8.371344870544624e-05,0.0005165421082145394
243,7.819904947398308e-06,9.087496683392258,1.8623033947979882e-05,2.3369395966384667e-05,0.0006665061821894707
244,5.319013850149408e-07,3.8167535291066215,6.123328746663204e-05,8.226604636617957e-05,0.0007983575503817468
245,8.148567897389213e-06,5.673903554423745,2.599212677053653e-05,5.218065799280935e-05,0.0009902345912795102
246,4.795521715335901e-06,2.312652652898162,5.517889388519877e-05,6.032467143938892e-05,0.0003981140723907483
247,6.360843943769044e-06,4.335173507984485,8.200125863159054e-05,4.7360283815359764e-05,0.0008936837787132918
248,7.224201867901973e-06,3.85020003474365,2.8888049455423618e-05,4.114178699042239e-05,0.0003017892626757364
249,3.2415619404745833e-06,7.458941316211168,2.677086952388004e-05,1.3631998607085188e-05,0.0004949762260423597
250,2.196593103411604e-06,5.4323197284850275,4.178799079442936e-05,5.274291049766278e-05,0.00011957849411202931
251,7.013965175936062e-06,9.138815013411543,5.3954503508969665e-05,4.535934311507062e-05,0.0008067533027461156
252,1.587310437534616e-06,7.689143763763143,6.579558244304418e-05,2.9649395929482715e-05,0.00015318183703559642
253,9.318794039823081e-06,1.033361742358424,2.705652700111761e-05,8.980474855676892e-05,0.0005297768030965076
254,4.121050085069618e-06,5.084245797708987,8.656810267743235e-05,8.736992854441009e-05,0.0006166813983672433
255,6.4584549163814245e-06,1.2378360394457188,9.60861034483396e-05,2.448932909454931e-05,0.0006595678028226324
256,8.416057497311573e-06,0.5978849688853132,9.752944462001623e-05,6.455201865728613e-05,0.0008291950819343649
257,8.647399198537053e-07,3.7620029266881314,1.797915336369283e-05,2.266760432632694e-05,0.0006865394557831277
