,Unnamed: 0,k1,k2,k3,k4
287,287,7.577313256366501e-06,2.2749453094810344e-05,2.7626465827207465e-05,0.0007841650335136
288,288,4.6199998123221465e-06,6.007043999623519e-05,6.978639978565658e-05,0.0007693079136315
289,289,3.676759872327403e-06,7.346799948940954e-05,5.9327456223628845e-05,0.0005144440189744
290,290,2.056935974203916e-06,2.950955186193032e-05,5.4912987210728406e-05,0.0002438889258706
291,291,6.785584035473693e-06,6.2045581079708e-05,4.654195227328905e-05,0.0005604522405143
292,292,2.2563939393487706e-07,3.916117076360203e-05,5.9771890944176366e-05,0.0004563472063822
293,293,5.783218198360758e-06,2.531547654551527e-05,7.273840370666076e-05,0.0001803157777292
294,294,1.3543990423127862e-06,5.089804417472048e-05,9.193071003490158e-05,0.0005657716320361
295,295,3.188941791797727e-07,9.040775441655865e-05,1.637911948968245e-05,0.0003537762705155
296,296,5.02871966217344e-06,4.7186033857218405e-05,1.1772658008273472e-05,0.000274471427557
297,297,6.369735029498917e-06,9.07145832366714e-05,3.642425245614494e-05,0.0008446997580868
298,298,6.564370767446491e-06,2.5256760032478105e-05,5.672929216635946e-05,0.0009019723753923
299,299,6.032070497309827e-06,6.980494713658784e-05,6.041027499527404e-05,0.0006664905651199
350,350,9.9688144555747e-06,4.068006095326437e-06,6.540382979109147e-05,0.0007145609363328
351,351,4.397718244150611e-06,6.649588029280991e-06,5.878153821573368e-05,0.000182833272205
352,352,6.576580979832249e-06,8.92029620165255e-05,7.143193027981568e-05,0.0009152840863525
353,353,9.188590834736497e-06,3.419227842801501e-05,9.50993748498652e-05,0.0004531473128292
354,354,2.8379073699894936e-06,6.518084402577189e-06,3.88362837356298e-05,0.000191353693853
355,355,2.01847444400286e-06,6.210221419951572e-05,4.738683742115781e-05,0.0006063046626541
356,356,9.464410621493607e-06,9.693513388874104e-06,2.80448414867271e-05,0.0004285987638949
357,357,6.377446810288506e-06,2.9906636816489916e-05,7.535871020895642e-05,0.0008902414816502
358,358,6.897012706099493e-06,3.77312065456634e-06,2.0946794482945743e-05,0.0002917619950732
359,359,1.3327471436761949e-06,6.383595864963449e-05,5.370094517537004e-05,0.0004909293001138
360,360,1.671997979633425e-06,8.121311831135585e-05,3.188781549814487e-05,0.0006981708069601
361,361,6.394807537767922e-06,2.9656366181547628e-05,2.0143357121009942e-05,0.0005015449173921
362,362,4.010668787233921e-06,9.262726752620864e-05,6.611306398773604e-05,0.0007519995994519
363,363,7.18766787057206e-06,5.343463601650837e-05,4.889121569622681e-05,0.0001600676534113
364,364,9.939806246150492e-06,6.728016482076959e-05,6.453503327646404e-05,0.000288199353428
365,365,1.2376147690450091e-06,4.862108665154687e-05,2.3117162629474448e-05,0.0008189023842388
366,366,9.760133622684155e-06,1.810804852399708e-05,9.859003736523457e-05,0.0001640566576628
367,367,3.52126877200056e-06,2.682745264062307e-05,5.250943505558872e-05,0.0003513657712682
368,368,1.6974768884358356e-06,7.499753380179701e-05,9.111363845891802e-05,0.0004928217975023
369,369,2.371963182800378e-06,5.7121439022282345e-05,8.95621305439199e-05,0.0001076927484191
370,370,5.828419539212113e-07,5.604004228007906e-05,2.2354339025785625e-05,0.0005914627486243
371,371,2.576342638283243e-07,2.905104817118192e-05,1.833125876344462e-05,0.0006182487448011
372,372,8.904740345505758e-06,8.087355228175552e-05,1.0813602888022875e-05,0.0002702769647927
373,373,1.841544474978799e-06,6.066612823179347e-05,1.992490440684259e-05,0.0005210175718851
374,374,6.08212231672723e-06,7.242451353289492e-05,3.568223006500603e-05,0.0001519768673623
375,375,5.8216267547796665e-06,7.460649129721332e-05,6.113378149148563e-05,0.0002734899038619
376,376,2.483423458858181e-06,3.249947562813448e-05,2.1632831640361955e-05,0.0002063058948694
377,377,1.0675988982177391e-06,9.616063186146015e-05,2.585937892079082e-05,0.0007160150404246
378,378,8.709955068387827e-06,8.493235108112834e-05,7.833522191468663e-05,0.0001512116481121
379,379,3.061307276061855e-06,7.982989676586978e-05,7.372071071074437e-05,0.0003715753012327
380,380,6.85710115406924e-06,8.940374173579874e-05,9.943622893338282e-05,0.0003641396521219
381,381,8.36098549947602e-06,6.966140075968338e-06,8.030111460795552e-05,0.0008149590718087
382,382,7.601114708828208e-06,8.500958920303392e-05,8.23392790824201e-05,0.0005394975996067
383,383,7.201945013376454e-06,4.91232244138406e-05,5.942289363089637e-05,0.0004397056124986
384,384,6.226603843280355e-06,3.097697783011569e-05,5.095853753408241e-05,0.0005846861803902
385,385,4.648695540229767e-06,7.656597425546139e-05,9.694422085487672e-05,0.0007710610985576
386,386,4.381433180253109e-06,5.633371034851404e-06,4.726833127974561e-05,0.0008191921716481
387,387,4.30155941784519e-06,4.950376521019443e-05,6.263218038635664e-05,0.0002087087652936
388,388,5.114441904667699e-06,7.946139637005793e-06,8.359503714832377e-05,0.0002835561968753
389,389,2.6054947803867565e-06,2.793512607219833e-05,3.478129187621008e-05,0.0008909583130094
390,390,2.235625914102989e-06,7.396387916731855e-05,1.8376647598247412e-05,0.0006286117718164
391,391,5.597363255083091e-06,2.2653530199255032e-05,2.1101025516552325e-05,0.000641487289307
392,392,1.626935020082003e-06,3.9950908406787294e-05,6.930753099621073e-05,0.0001993669519927
393,393,9.571066531538566e-06,1.0750486646774562e-05,5.178128259117551e-05,0.0008124567127128
394,394,5.306771109652885e-06,1.2612498189353098e-05,6.348823161144843e-05,0.0009511748394499
395,395,7.1435717179684e-06,6.396761658037723e-05,3.841037010307113e-05,0.0002701008418842
396,396,4.989108379607738e-07,6.0352131737437786e-05,1.8627720881473133e-05,0.0004068583877318
397,397,9.05742149633734e-06,4.985904888224984e-05,3.430352044136855e-05,0.0001314328460349
398,398,4.871528417513258e-06,6.547033882221561e-05,2.4357795858433576e-05,0.0002219592724201
399,399,9.411345280314458e-07,2.820685831189273e-05,5.067154468681672e-05,0.0006451558466062
470,470,3.304597384130157e-06,6.102484897440107e-05,2.2186091475118124e-05,0.0005786442416119
471,471,8.32899629783012e-06,2.104684160793746e-05,2.502037994415065e-05,0.0002263737755213
472,472,9.262778228692172e-06,5.670238482017599e-05,5.923841149043543e-05,0.0002018615594864
473,473,9.502833374747654e-06,7.46647458242904e-05,5.79624963245345e-05,0.0007652418264754
474,474,1.578615659818497e-06,8.797383410150257e-05,5.065379320682326e-05,0.0002416946672901
475,475,1.4855211152145857e-06,1.3829441462362755e-05,8.161299093592409e-05,0.0006615962702754
476,476,7.088408541755325e-06,3.582203405721264e-05,4.8650303409289565e-05,0.0004217569660928
477,477,1.0308439264694223e-06,9.257688874473831e-05,8.167315735671964e-05,0.0005704441169402
478,478,6.530856665741417e-06,9.221596452673758e-05,6.308724481304181e-05,0.000640408687639
479,479,6.4908477221620085e-06,6.651859499826145e-05,9.864409706465396e-05,0.0007943278191875
480,480,5.81997743890467e-06,9.114429116834404e-05,6.399284837383956e-05,0.00039131127817
481,481,4.660767327127274e-06,2.5397443261723958e-05,8.338769772597116e-05,0.0006110538698052
482,482,6.369528830217548e-06,4.345838669031072e-05,5.4149810498028703e-05,0.0004079671274821
483,483,9.893643044955868e-06,6.792390787931769e-06,9.819022309445055e-05,0.0001290451854454
484,484,9.227179527213276e-06,6.587840046408413e-05,2.508271129344499e-05,0.0005718658916586
485,485,9.15779379696956e-06,4.983470016752281e-05,9.856764281215236e-05,0.0006618511090934
486,486,7.480904820165384e-06,2.150188246301946e-05,8.073853051304556e-05,0.0002332768408977
487,487,9.036969705857128e-06,3.5479172625177896e-05,6.398933376224827e-05,0.0003529784754817
488,488,6.27187962733399e-07,6.516953521478269e-05,2.8595617135931083e-05,0.0005357641591857
489,489,4.92090634073437e-06,7.995625857958486e-05,8.887110941504682e-05,0.0004947279673557
490,490,4.546456371101398e-06,8.194665397091132e-06,9.095514052472596e-05,0.0007492400034725
491,491,7.340424050156113e-06,1.123032562165566e-05,7.41959397537562e-05,0.0006590292258054
492,492,5.992858321585672e-06,4.1446494070591415e-05,7.845695827002934e-05,0.0004055371301305
493,493,8.055485562624825e-06,7.2101975091486545e-06,7.67715620390733e-05,0.0009537467751537
494,494,8.261336123278509e-06,5.5485241792326966e-05,9.136911880273764e-05,0.000225266305666
495,495,2.4762879286274373e-06,1.8516166743905396e-05,2.9353866830621746e-05,0.0006029354901237
496,496,7.0641328824707135e-06,4.38817226451124e-05,4.33806560320701e-05,0.0006181368348075
497,497,8.302927509935685e-06,9.239211521712296e-05,1.9217105451158875e-05,0.0009627665352704
498,498,9.271503812498576e-06,8.59494527913681e-05,8.383895787456422e-05,0.0007276598591321
499,499,3.433056437527588e-06,7.501231304597634e-05,4.071847306595918e-05,0.000755759397057
545,545,8.80239998833881e-06,3.347257098323473e-05,4.5036758375129744e-05,0.0004360804309596
546,546,8.68145731322428e-06,5.4191095768685927e-05,2.2515818408781165e-05,0.0003849341375162
547,547,9.809737937244175e-06,8.944479667916088e-05,3.959787651068042e-05,0.0002911541863258
548,548,3.048496327683638e-06,6.346208460326702e-05,1.6540302146273883e-05,0.0007095587656903
549,549,4.425295453251945e-06,6.062001194193202e-05,4.849826591453162e-05,0.0007876469255569
550,550,8.702936313326475e-06,7.407743864401761e-05,5.903892835202327e-05,0.0004682117114045
551,551,2.2815240614333958e-07,1.7659577984771046e-06,7.994901166601421e-05,0.0005982547653061
552,552,9.860627953330146e-06,5.928023328244469e-05,9.460575541518984e-05,0.0007099432338541
553,553,8.63069416214036e-06,9.604288579819245e-05,6.969106138297716e-05,0.0006871883553188
554,554,4.387096233873299e-06,8.442972223230945e-05,5.632734037507064e-05,0.0006065133050785
555,555,3.351705631330224e-06,6.134721887110854e-05,3.5898450603374554e-05,0.0003345844951306
556,556,1.7446304866482297e-06,1.3244854511534793e-05,6.695797306747794e-05,0.0004295923769256
557,557,9.355880712602432e-06,2.3841964445728723e-06,6.822353237494998e-05,0.0005105284152674
558,558,6.450449418482873e-06,7.03843659803493e-05,3.1326967842727374e-05,0.0009362572874433
559,559,2.4165410412357278e-06,7.72616319701745e-05,2.8706668299537867e-05,0.0003162313668988
560,560,5.083211182399923e-06,6.634027672740339e-06,2.544442519720796e-05,0.0008738767361475
561,561,8.224270584835072e-06,6.919458324325945e-05,3.9997900136368285e-05,0.0004229649890658
562,562,5.003828521347682e-07,6.197527251405432e-05,7.604041448744823e-05,0.0008238874943011
563,563,3.0736976760384493e-06,7.916068170255822e-05,1.060005418380412e-05,0.0004674720221742
564,564,5.389213567397561e-06,1.6099566107737212e-05,6.116149130135197e-05,0.0008869703923025
565,565,8.797004869065382e-06,7.546711434952098e-06,8.549102789352753e-05,0.000414197297427
566,566,1.8990771918935208e-06,3.510662684017996e-05,5.288683428196579e-05,0.0007904986100675
567,567,8.83538610572124e-06,2.413114160931164e-06,5.505098519718444e-05,0.000380333068789
568,568,9.35304836220733e-06,1.5404405712860084e-05,1.0505325625966351e-05,0.0006237083467159
569,569,2.0370002999318125e-06,9.491039533635764e-05,9.606030562798936e-05,0.0005784231619926
570,570,1.0737387349908546e-06,8.97802481377531e-05,6.225018948169805e-05,0.0005636453950376
571,571,6.991490649330994e-06,6.461857831838662e-06,6.583238017845616e-05,0.00064024588751
572,572,2.036291899756873e-06,6.5485087220724e-05,2.046423910923404e-05,0.0009391982995838
573,573,1.2235913040031508e-06,8.577600927499875e-05,8.583303159110957e-05,0.0007597060483231
574,574,2.458627559850804e-06,9.164549837021072e-05,3.289599691453156e-05,0.0007021845220463
575,575,3.872084825193026e-06,2.866632165863905e-05,7.83923263514581e-05,0.0005119080165806
576,576,8.916046034934683e-06,2.048598562608677e-05,5.466602966564104e-05,0.0005500590538491
577,577,3.000899409338684e-06,3.654509667819733e-05,9.336046465570808e-05,0.000526786244866
578,578,7.565320043010231e-06,5.011635428706324e-05,1.864253700785983e-05,0.0002137622741825
579,579,4.1700572189784464e-06,1.8661442868986475e-05,2.320203677652286e-05,0.0003145797948675
580,580,6.580531560252474e-06,7.558326272248663e-05,9.758102849128568e-05,0.0008095890106241
581,581,2.675789677098451e-07,1.222403623374523e-05,4.604146797813808e-05,0.0009644567103722
582,582,9.75151789893246e-06,6.25683284242985e-06,7.24694825584761e-05,0.0002921509811067
583,583,8.63697583070781e-06,8.001485140687675e-05,6.278366467459661e-05,0.0009365275107891
584,584,1.9884992273614365e-06,1.33555552173235e-05,9.400665059940156e-05,0.0006930195224685
585,585,4.414600029831377e-06,5.306240226814754e-05,2.3873560333723943e-05,0.000151863236196
586,586,9.161011495003907e-06,9.136568804756432e-05,3.742924428154699e-05,0.0006567269750888
587,587,3.47531441619555e-06,2.969444696115949e-05,8.578150423496506e-05,0.0003181430776711
588,588,5.354732055399011e-06,7.459520853466551e-05,7.237216897553629e-05,0.0004585803996611
589,589,1.5537773707925231e-06,2.4503176087355884e-05,3.864760519724223e-05,0.0006846741757512
590,590,5.955527617566754e-06,3.285575725664952e-05,3.180509231345892e-05,0.0009852254869839
591,591,6.34491317994067e-06,5.019366452815234e-05,8.607070724652225e-05,0.0002609432363207
592,592,9.44616270565132e-06,8.240877819373134e-05,5.420822745332859e-05,0.0004726203977066
593,593,6.830661508004356e-06,6.461918722878606e-05,5.1904191966346746e-05,0.0004507241245938
594,594,1.4424406115468068e-06,5.2485646793653856e-05,6.830962928163545e-05,0.0006133738945959
595,595,7.325163287627344e-06,4.3157195236452914e-05,3.0563766159347295e-05,0.0003361311159121
596,596,5.613145900190041e-06,4.9568784291939794e-05,4.371715640351811e-05,0.0001965565546255
597,597,9.758005578253344e-06,9.486421961774197e-05,3.045281436066873e-05,0.0004489294848195
598,598,7.912759299627042e-06,9.942963301230878e-05,1.6991700974032167e-05,0.0002284850877524
599,599,3.953255544177781e-06,9.723040900952626e-05,6.047962924059525e-05,0.0007823596590741
655,655,1.780948285650295e-06,4.707756031950012e-05,1.9323651160424414e-05,0.0006489386049792
656,656,6.084723025258282e-06,2.2542979512292343e-05,9.896341972134696e-05,0.000355469587235
657,657,3.603505414388977e-06,5.257769825502267e-05,1.8209740712111917e-05,0.000504664071007
658,658,6.670291267830208e-06,5.926504959184544e-05,2.6428614090399132e-05,0.0001590549408099
659,659,1.439735958223246e-06,5.366375054667962e-05,9.292328987578884e-05,0.0009022323681815
660,660,9.398955322616716e-06,4.370303061078329e-05,4.9823793997666166e-05,0.0005726895484231
661,661,4.230463880899593e-06,9.821194303239298e-05,8.83628057731638e-05,0.0006461639410643
662,662,8.021411350119823e-06,7.199306461812749e-05,4.135554277113291e-05,0.0004257631079102
663,663,7.133939430642373e-06,6.012144667660841e-05,7.47549490133586e-05,0.0001394908462439
664,664,5.892621215955789e-06,4.302232841285725e-05,6.36404758125034e-05,0.0003455869605967
665,665,6.352899996285992e-06,2.1095435818313425e-05,7.899175771136495e-05,0.0008522545051664
666,666,8.913990450187614e-06,6.539570893333475e-06,2.4591702595264705e-05,0.0004198567949041
667,667,6.266962084984863e-06,9.409498006838026e-05,7.124903491765223e-05,0.0002371998251471
668,668,2.515221756293177e-06,5.639112067676528e-05,6.0387666178315904e-05,0.0003382369908219
669,669,2.174595526776547e-06,9.2190970323557e-05,4.92182566629668e-05,0.000527943620383
670,670,1.8921708749727996e-06,7.830602976813488e-05,5.373771195234332e-05,0.0004134894225006
671,671,4.7265135653433765e-06,5.5291540058526e-05,6.940750575412853e-05,0.000990609000376
672,672,1.0811011374551878e-06,8.349387698176894e-05,7.883804146199696e-05,0.0001356051195379
673,673,2.133826884127975e-06,4.180187035012832e-05,7.332897742468829e-05,0.0006369164548042
674,674,5.220745870283772e-06,7.359172893888452e-05,5.3536876819797545e-05,0.0003889908019644
675,675,2.2180170880326336e-06,6.494201119959671e-05,2.284852193580617e-05,0.0007697937052928
676,676,7.047769321610842e-06,3.224015905454976e-06,9.21172935956685e-05,0.0009580995891105
677,677,7.199601213942686e-06,3.4591252958963226e-05,3.010028886708945e-05,0.0005559138019313
678,678,2.931968107057085e-06,8.736644039625323e-05,6.711241344015402e-05,0.0008319758276767
679,679,7.225708041172112e-06,4.253628709629952e-05,1.58952433826452e-05,0.0003254285421484
680,680,5.413114227986955e-07,7.532549717179145e-05,1.94613947335606e-05,0.0004349209879925
681,681,5.421305742804346e-06,4.449899456312428e-05,2.792249945318635e-05,0.0001201430653154
682,682,1.7413880323589255e-06,4.426813432662016e-05,3.184800479107519e-05,0.0008823666028544
683,683,9.408147417057848e-06,6.950016249629911e-05,3.4028232021309094e-05,0.0004714556812566
684,684,2.718694133086523e-06,8.145311903917977e-05,2.7775241078771384e-05,0.0008156557972606
685,685,4.976752860214404e-06,4.4960506446128425e-05,5.912365510034596e-05,0.0006815980964132
686,686,7.729422266855835e-06,6.0247927564293495e-05,7.240910699673286e-05,0.0006616111173261
687,687,8.208258725968226e-06,3.2469565225447667e-06,7.311656414337703e-05,0.0006419649772535
688,688,9.449014919152462e-06,7.678903636034334e-05,5.654189904933068e-05,0.0009805317891112
689,689,4.888303402484752e-06,2.6162732412087973e-05,3.696622665483746e-05,0.0007554605772421
690,690,3.2037392428424943e-06,6.517457960999868e-05,4.453331234892117e-05,0.0005288024512357
691,691,4.276505440653506e-06,5.7879705832864445e-05,3.633193750214131e-05,0.000485479790932
692,692,9.970582769149806e-06,2.876277658293024e-05,4.772426619553639e-05,0.0005103339118941
693,693,1.3526052976136576e-06,8.310340191665693e-05,1.818896106162923e-05,0.0008512833766077
694,694,4.937206162465669e-06,2.894155680399633e-05,2.0990522543478377e-05,0.0004788139771598
695,695,3.5357442341331147e-06,4.324788827595856e-05,3.4333916022881616e-05,0.0001379616907924
696,696,4.151104264555752e-06,8.306927069274465e-05,7.184596978334192e-05,0.0005777021026505
697,697,1.166580185409621e-06,2.921847815964098e-06,9.500594799433152e-05,0.0007883718361361
698,698,3.54708090990001e-06,6.83518630303101e-05,3.35835084480256e-05,0.0005017399791274
699,699,6.469821555427849e-06,6.793929967873052e-05,9.02718067327754e-05,0.0003544466567822
985,985,2.747619948871317e-06,4.195052995077352e-05,8.453709553984904e-05,0.0003903150344236
986,986,5.947954227098351e-06,8.222800818796513e-05,6.379798429718938e-05,0.0001674500002021
987,987,1.7370979135167797e-06,3.31225102803836e-05,7.800563728792642e-05,0.0001539428121734
988,988,9.240680673845142e-06,6.535374548544842e-05,6.056436313700362e-05,0.0007672452244414
989,989,8.970697327833513e-06,7.525766723012472e-05,6.784245738068661e-05,0.0004509265343875
990,990,3.7507332285126538e-06,8.942826365054911e-06,2.3212664763280312e-05,0.0002159178754884
991,991,4.336047249252311e-06,7.251806162619851e-05,4.778920579471809e-05,0.0003720821196419
992,992,4.512955853495882e-06,4.713728036599037e-05,4.90737639799422e-05,0.0004632712422133
993,993,1.3922173578130135e-06,4.1744531011471616e-05,1.1235840983403232e-05,0.0005408599108011
994,994,8.716282116429313e-06,1.146220843880647e-05,7.137417855674008e-05,0.000496719351174
995,995,5.265318682149269e-07,4.846408124134896e-05,6.498949604304721e-05,0.000867776893635
996,996,9.60233234808446e-06,2.1201537384485007e-05,4.321294076357947e-05,0.0008310579820251
997,997,1.0456134719557753e-06,1.5497194177989708e-05,8.131348823033214e-05,0.0007428792957601
998,998,3.4673918218827662e-06,5.660385342553607e-05,9.821208183552912e-05,0.0003422930442252
999,999,4.722252947400397e-06,4.5826811616825584e-05,7.656889051727712e-05,0.0003300879346572
1000,1000,4.746568756638683e-06,2.109859423200705e-05,6.712927326342857e-05,0.0008939490005902
1001,1001,3.994565306501622e-06,7.137293534383363e-05,9.838213194231128e-05,0.0002446391139027
1002,1002,8.388149402178646e-06,1.209692312333067e-05,5.2120677833822345e-05,0.0002497798300738
1003,1003,5.405432607398751e-06,9.06549731686245e-05,3.66864816720989e-05,0.0002629380314232
1004,1004,4.781633569658512e-06,2.980557006406273e-06,8.945833470606649e-05,0.0007529370054163
1005,1005,4.193581317507289e-06,6.815626837368515e-05,4.1169539718587e-05,0.0002221708424613
1006,1006,3.8027498428660783e-06,2.2644484056441515e-05,5.315729614745249e-05,0.0006445498022531
1007,1007,3.1980384648952803e-06,7.468785245363033e-05,1.563853856831937e-05,0.0008859933221933
1008,1008,1.1536328983839202e-06,8.935675346136021e-05,6.87253109308134e-05,0.0001679798313338
1009,1009,1.833866230523222e-06,6.063579463413977e-05,8.30599190959933e-05,0.0006529439874043
1010,1010,3.3268893653492488e-06,7.473293015463042e-05,1.4695410679846367e-05,0.0004891583857523
1011,1011,2.5019548908111314e-06,3.9244361727664544e-05,2.856189861235487e-05,0.0004773894620685
1012,1012,7.267070027993404e-06,9.881399816653688e-05,8.94431486693533e-05,0.0006578534035202
1013,1013,9.365521408229294e-06,9.49546023926766e-05,6.160480520288305e-05,0.000283871404763
1014,1014,9.070021273524096e-07,7.928574226433699e-05,7.671484400280872e-05,0.0005522337183602
1015,1015,4.407044364700988e-06,6.342469441170298e-05,3.724241566968798e-05,0.0009964493004188
1016,1016,4.554393366560278e-06,4.088268715745562e-06,8.370621670892972e-05,0.0006116815840611
1017,1017,6.514506645033841e-06,8.206674173071433e-05,9.738472939857244e-05,0.0002548712988572
1018,1018,3.818602128736334e-06,4.192354348570971e-05,5.561525211692507e-05,0.0005943555191866
